,index,id,billing_system_id,event_type,created_at,updated_at,user_id,payload,event_time,user_id_str,year-month
712,17769,19014,evt_17Lz5mB3hEhqM7Eoxu28U4gN,invoice.payment_failed,2015-12-25 17:11:09.526166,2015-12-25 17:11:09.526166,331,"{""id"":""evt_17Lz5mB3hEhqM7Eoxu28U4gN"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1451063462,""data"":{""object"":{""id"":""in_17KsbQB3hEhqM7EooBQK9jPo"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":2,""attempted"":true,""charge"":""ch_17Lz5lB3hEhqM7EooQRqTjPs"",""closed"":false,""currency"":""usd"",""customer"":""cus_7T1DNuLjarE4R7"",""date"":1450800188,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_7TKDnRh153DyD9"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1450800000,""end"":1451404800},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_17KsbQB3hEhqM7EooBQK9jPo/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":null,""paid"":false,""period_end"":1450800000,""period_start"":1450195200,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_7TKDnRh153DyD9"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1450800199,""statement_description"":null,""payment"":""ch_17Lz5lB3hEhqM7EooQRqTjPs""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-12-25 17:11:02,331,2015-04
713,17770,19015,evt_17Lz5mB3hEhqM7EoKLTjLIlc,invoice.payment_failed,2015-12-25 17:11:11.016884,2015-12-25 17:11:11.016884,312,"{""id"":""evt_17Lz5mB3hEhqM7EoKLTjLIlc"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1451063462,""data"":{""object"":{""id"":""in_17KsbPB3hEhqM7EoNiyHBtSM"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":2,""attempted"":true,""charge"":""ch_17Lz5lB3hEhqM7EoQCNMrwSA"",""closed"":false,""currency"":""usd"",""customer"":""cus_7R3FVOLCXQog4s"",""date"":1450800187,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_7RpoppsX6Bik9x"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1450800000,""end"":1451404800},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_17KsbPB3hEhqM7EoNiyHBtSM/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":null,""paid"":false,""period_end"":1450800000,""period_start"":1450195200,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_7RpoppsX6Bik9x"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1450800197,""statement_description"":null,""payment"":""ch_17Lz5lB3hEhqM7EoQCNMrwSA""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-12-25 17:11:02,312,2015-04
714,17772,19017,evt_17Lz5mB3hEhqM7EoqkaDbsds,invoice.payment_failed,2015-12-25 17:11:11.190658,2015-12-25 17:11:11.190658,249,"{""id"":""evt_17Lz5mB3hEhqM7EoqkaDbsds"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1451063462,""data"":{""object"":{""id"":""in_17KsbPB3hEhqM7EoLmoG0q9Y"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":2,""attempted"":true,""charge"":""ch_17Lz5lB3hEhqM7EoVcTZwYQG"",""closed"":false,""currency"":""usd"",""customer"":""cus_7E3xzUs30RCmgR"",""date"":1450800187,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_7ETxkFNBb03R8u"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1450800000,""end"":1451404800},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_17KsbPB3hEhqM7EoLmoG0q9Y/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":null,""paid"":false,""period_end"":1450800000,""period_start"":1450195200,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_7ETxkFNBb03R8u"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1450800197,""statement_description"":null,""payment"":""ch_17Lz5lB3hEhqM7EoVcTZwYQG""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-12-25 17:11:02,249,2015-04
715,17805,19052,evt_17M6exB3hEhqM7EoKdOOipA7,invoice.payment_failed,2015-12-26 01:16:24.051957,2015-12-26 01:16:24.051957,189,"{""id"":""evt_17M6exB3hEhqM7EoKdOOipA7"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1451092551,""data"":{""object"":{""id"":""in_17M5eyB3hEhqM7EosfJrPYFv"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":1,""attempted"":true,""charge"":""ch_17M6ewB3hEhqM7EoR2ZnhQbO"",""closed"":false,""currency"":""usd"",""customer"":""cus_70Y4DShCgfq1nH"",""date"":1451088708,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_71ytD52JvS91cB"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1451087999,""end"":1451692799},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_17M5eyB3hEhqM7EosfJrPYFv/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":1451351750,""paid"":false,""period_end"":1451087999,""period_start"":1450483199,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_71ytD52JvS91cB"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1451088719,""statement_description"":null,""payment"":""ch_17M6ewB3hEhqM7EoR2ZnhQbO""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-12-26 01:15:51,189,2015-04
716,17853,19100,evt_17MKaDB3hEhqM7EoBvvT6IXP,invoice.payment_failed,2015-12-26 16:07:57.316415,2015-12-26 16:07:57.316415,191,"{""id"":""evt_17MKaDB3hEhqM7EoBvvT6IXP"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1451146073,""data"":{""object"":{""id"":""in_17LE7RB3hEhqM7Eom8f083zo"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":2,""attempted"":true,""charge"":""ch_17MKaBB3hEhqM7EoQsbcjfjJ"",""closed"":false,""currency"":""usd"",""customer"":""cus_70AbOSaPiA4JLV"",""date"":1450882897,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_70AyDmj4UXMpDf"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1450882800,""end"":1451487600},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_17LE7RB3hEhqM7Eom8f083zo/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":null,""paid"":false,""period_end"":1450882800,""period_start"":1450278000,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_70AyDmj4UXMpDf"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1450882909,""statement_description"":null,""payment"":""ch_17MKaBB3hEhqM7EoQsbcjfjJ""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-12-26 16:07:53,191,2015-04
717,17857,19104,evt_17MKaDB3hEhqM7EohjZTFlql,invoice.payment_failed,2015-12-26 16:08:52.646059,2015-12-26 16:08:52.646059,139,"{""id"":""evt_17MKaDB3hEhqM7EohjZTFlql"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1451146073,""data"":{""object"":{""id"":""in_17LE7SB3hEhqM7EobVJkWJgY"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":2,""attempted"":true,""charge"":""ch_17MKaCB3hEhqM7Eoq4DkyhaE"",""closed"":false,""currency"":""usd"",""customer"":""cus_6mEIX4z9IpSABf"",""date"":1450882898,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_6mEN6PEwTUwDPs"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1450882800,""end"":1451487600},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_17LE7SB3hEhqM7EobVJkWJgY/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":null,""paid"":false,""period_end"":1450882800,""period_start"":1450278000,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_6mEN6PEwTUwDPs"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1450882914,""statement_description"":null,""payment"":""ch_17MKaCB3hEhqM7Eoq4DkyhaE""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-12-26 16:07:53,139,2015-04
718,17861,19108,evt_17MLTNB3hEhqM7EouAI5AxCr,invoice.payment_failed,2015-12-26 17:04:58.512881,2015-12-26 17:04:58.512881,284,"{""id"":""evt_17MLTNB3hEhqM7EouAI5AxCr"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1451149493,""data"":{""object"":{""id"":""in_17MKUDB3hEhqM7EoZKZnwfzz"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":1,""attempted"":true,""charge"":""ch_17MLTMB3hEhqM7Eoyq7UN9GU"",""closed"":false,""currency"":""usd"",""customer"":""cus_7LOknGoz8OlOZA"",""date"":1451145701,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_7LQJBw3qibVbyD"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1451145600,""end"":1451750400},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_17MKUDB3hEhqM7EoZKZnwfzz/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":1451408692,""paid"":false,""period_end"":1451145600,""period_start"":1450540800,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_7LQJBw3qibVbyD"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1451145714,""statement_description"":null,""payment"":""ch_17MLTMB3hEhqM7Eoyq7UN9GU""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-12-26 17:04:53,284,2015-04
719,17880,19123,evt_17MLTNB3hEhqM7EolcNqPDbT,invoice.payment_failed,2015-12-26 17:05:02.981345,2015-12-26 17:05:02.981345,279,"{""id"":""evt_17MLTNB3hEhqM7EolcNqPDbT"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1451149493,""data"":{""object"":{""id"":""in_17MKUDB3hEhqM7Eo72kM92tJ"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":1,""attempted"":true,""charge"":""ch_17MLTMB3hEhqM7EoSAQMSh6G"",""closed"":false,""currency"":""usd"",""customer"":""cus_7L3padRI74X4yu"",""date"":1451145701,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_7L3pLmyCYNnYyT"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1451145600,""end"":1451750400},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_17MKUDB3hEhqM7Eo72kM92tJ/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":1451408692,""paid"":false,""period_end"":1451145600,""period_start"":1450540800,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_7L3pLmyCYNnYyT"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1451145707,""statement_description"":null,""payment"":""ch_17MLTMB3hEhqM7EoSAQMSh6G""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-12-26 17:04:53,279,2015-04
720,17891,19135,evt_17MLTQB3hEhqM7EokxzrHDDd,invoice.payment_failed,2015-12-26 17:05:10.149974,2015-12-26 17:05:10.149974,268,"{""id"":""evt_17MLTQB3hEhqM7EokxzrHDDd"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1451149496,""data"":{""object"":{""id"":""in_17MKUEB3hEhqM7EoakFqum5G"",""object"":""invoice"",""amount_due"":2900,""application_fee"":null,""attempt_count"":1,""attempted"":true,""charge"":""ch_17MLTPB3hEhqM7Eo33m6SLoR"",""closed"":false,""currency"":""usd"",""customer"":""cus_7IbjlhX1aRGoVf"",""date"":1451145702,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""ii_17KuwTB3hEhqM7EodaU0ATSm"",""object"":""line_item"",""amount"":50,""currency"":""usd"",""description"":""50 cents from last week "",""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1450809181,""end"":1450809181},""plan"":null,""proration"":false,""quantity"":null,""subscription"":null,""type"":""invoiceitem""},{""id"":""sub_7It5n6ZqZhqWP3"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1451145600,""end"":1451750400},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":2,""url"":""/v1/invoices/in_17MKUEB3hEhqM7EoakFqum5G/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":1451408695,""paid"":false,""period_end"":1451145600,""period_start"":1450540800,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_7It5n6ZqZhqWP3"",""subtotal"":2900,""tax"":null,""tax_percent"":null,""total"":2900,""webhooks_delivered_at"":1451145715,""statement_description"":null,""payment"":""ch_17MLTPB3hEhqM7Eo33m6SLoR""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-12-26 17:04:56,268,2015-04
721,17896,19141,evt_17MLYYB3hEhqM7Eorxd1dGMs,invoice.payment_failed,2015-12-26 17:10:21.676877,2015-12-26 17:10:21.676877,311,"{""id"":""evt_17MLYYB3hEhqM7Eorxd1dGMs"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1451149814,""data"":{""object"":{""id"":""in_17LF4oB3hEhqM7Eor4URgqN3"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":2,""attempted"":true,""charge"":""ch_17MLYXB3hEhqM7EoeCBWd9R3"",""closed"":false,""currency"":""usd"",""customer"":""cus_7RYJsdXzy4DHvK"",""date"":1450886578,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_7Rpc2pRhKgPqCf"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1450886400,""end"":1451491200},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_17LF4oB3hEhqM7Eor4URgqN3/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":null,""paid"":false,""period_end"":1450886400,""period_start"":1450281600,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_7Rpc2pRhKgPqCf"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1450886586,""statement_description"":null,""payment"":""ch_17MLYXB3hEhqM7EoeCBWd9R3""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-12-26 17:10:14,311,2015-04
722,17899,19144,evt_17MN7EB3hEhqM7EoZ0JSYmEV,invoice.payment_failed,2015-12-26 18:50:12.771668,2015-12-26 18:50:12.771668,306,"{""id"":""evt_17MN7EB3hEhqM7EoZ0JSYmEV"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1451155808,""data"":{""object"":{""id"":""in_17MM7PB3hEhqM7EoFdmYCIPR"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":1,""attempted"":true,""charge"":""ch_17MN7CB3hEhqM7EoXp2FiGgp"",""closed"":false,""currency"":""usd"",""customer"":""cus_7Q3xHRRWsH2yFU"",""date"":1451151975,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_7Q4tl3uMZp6yZM"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1451151864,""end"":1451756664},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_17MM7PB3hEhqM7EoFdmYCIPR/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":1451415006,""paid"":false,""period_end"":1451151864,""period_start"":1450547064,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_7Q4tl3uMZp6yZM"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1451151987,""statement_description"":null,""payment"":""ch_17MN7CB3hEhqM7EoXp2FiGgp""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-12-26 18:50:08,306,2015-04
723,17907,19154,evt_17MTBWB3hEhqM7EoMmqL2h1Q,invoice.payment_failed,2015-12-27 01:19:04.54148,2015-12-27 01:19:04.54148,245,"{""id"":""evt_17MTBWB3hEhqM7EoMmqL2h1Q"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1451179138,""data"":{""object"":{""id"":""in_17LMi1B3hEhqM7Eoq6A9KzMB"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":2,""attempted"":true,""charge"":""ch_17MTBUB3hEhqM7EoU6UNWLQj"",""closed"":false,""currency"":""usd"",""customer"":""cus_7DI7mj64kKwIGH"",""date"":1450915917,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_7DadbIxGfu7S2h"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1450915199,""end"":1451519999},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_17LMi1B3hEhqM7Eoq6A9KzMB/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":null,""paid"":false,""period_end"":1450915199,""period_start"":1450310399,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_7DadbIxGfu7S2h"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1450915930,""statement_description"":null,""payment"":""ch_17MTBUB3hEhqM7EoU6UNWLQj""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-12-27 01:18:58,245,2015-04
724,17944,19192,evt_17MhxzB3hEhqM7EoXNpIDHWX,invoice.payment_failed,2015-12-27 17:06:07.769406,2015-12-27 17:06:07.769406,324,"{""id"":""evt_17MhxzB3hEhqM7EoXNpIDHWX"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1451235959,""data"":{""object"":{""id"":""in_17MgymB3hEhqM7EoQKYsuHKB"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":1,""attempted"":true,""charge"":""ch_17MhxyB3hEhqM7EoXYrVU1wh"",""closed"":false,""currency"":""usd"",""customer"":""cus_7SJeyyXV8nwuVr"",""date"":1451232164,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_7X3lBjQGKpU8JI"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1451232000,""end"":1451836800},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_17MgymB3hEhqM7EoQKYsuHKB/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":1451495158,""paid"":false,""period_end"":1451232000,""period_start"":1450627200,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_7X3lBjQGKpU8JI"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1451232180,""statement_description"":null,""payment"":""ch_17MhxyB3hEhqM7EoXYrVU1wh""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-12-27 17:05:59,324,2015-04
