,index,id,billing_system_id,event_type,created_at,updated_at,user_id,payload,event_time,user_id_str,year-month
348,7550,8724,evt_16vri5B3hEhqM7EoX0opgehs,invoice.payment_failed,2015-10-14 16:02:47.76918,2015-10-14 16:02:47.76918,230,"{""id"":""evt_16vri5B3hEhqM7EoX0opgehs"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1444838557,""data"":{""object"":{""id"":""in_16vqkaB3hEhqM7Eo7ntoEqVi"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":1,""attempted"":true,""charge"":""ch_16vri3B3hEhqM7Eop7HmHY08"",""closed"":false,""currency"":""usd"",""customer"":""cus_78GavLA67w4t0f"",""date"":1444834868,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_78KZBtB16JcdfB"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1444834800,""end"":1445439600},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Loan Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_16vqkaB3hEhqM7Eo7ntoEqVi/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":1445097755,""paid"":false,""period_end"":1444834800,""period_start"":1444408796,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_78KZBtB16JcdfB"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1444834882,""statement_description"":null,""payment"":""ch_16vri3B3hEhqM7Eop7HmHY08""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-10-14 16:02:37,230,2015-04
349,7552,8726,evt_16vri6B3hEhqM7EotiOcCEDt,invoice.payment_failed,2015-10-14 16:02:51.837157,2015-10-14 16:02:51.837157,139,"{""id"":""evt_16vri6B3hEhqM7EotiOcCEDt"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1444838558,""data"":{""object"":{""id"":""in_16vqkZB3hEhqM7EoJ65yJZ7p"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":1,""attempted"":true,""charge"":""ch_16vri5B3hEhqM7EouqlrVQP5"",""closed"":false,""currency"":""usd"",""customer"":""cus_6mEIX4z9IpSABf"",""date"":1444834867,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_6mEN6PEwTUwDPs"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1444834800,""end"":1445439600},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Loan Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_16vqkZB3hEhqM7EoJ65yJZ7p/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":1445097757,""paid"":false,""period_end"":1444834800,""period_start"":1444230000,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_6mEN6PEwTUwDPs"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1444834881,""statement_description"":null,""payment"":""ch_16vri5B3hEhqM7EouqlrVQP5""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-10-14 16:02:38,139,2015-04
350,7556,8729,evt_16vrj2B3hEhqM7Eo8IqcgSn0,invoice.payment_failed,2015-10-14 16:03:41.63608,2015-10-14 16:03:41.63608,192,"{""id"":""evt_16vrj2B3hEhqM7Eo8IqcgSn0"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1444838616,""data"":{""object"":{""id"":""in_16ulJjB3hEhqM7EoD4eNcgj4"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":2,""attempted"":true,""charge"":""ch_16vrj1B3hEhqM7Eoa0Vb3yVk"",""closed"":false,""currency"":""usd"",""customer"":""cus_70BcDRDweOCfuj"",""date"":1444575655,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_70Bt0yNtVshsLW"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1444575600,""end"":1445180400},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Loan Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_16ulJjB3hEhqM7EoD4eNcgj4/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":null,""paid"":false,""period_end"":1444575600,""period_start"":1443970800,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_70Bt0yNtVshsLW"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1444575670,""statement_description"":null,""payment"":""ch_16vrj1B3hEhqM7Eoa0Vb3yVk""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-10-14 16:03:36,192,2015-04
351,7618,8791,evt_16wECjB3hEhqM7EoDOabIXo1,invoice.payment_failed,2015-10-15 16:03:51.106979,2015-10-15 16:03:51.106979,201,"{""id"":""evt_16wECjB3hEhqM7EoDOabIXo1"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1444925025,""data"":{""object"":{""id"":""in_16wDFGB3hEhqM7Eo4GJyS5EM"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":1,""attempted"":true,""charge"":""ch_16wEChB3hEhqM7Eo4kHnwtdA"",""closed"":false,""currency"":""usd"",""customer"":""cus_72hWF3FbapfOj3"",""date"":1444921338,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_72haNPoMUp8iSi"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1444921200,""end"":1445526000},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Loan Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_16wDFGB3hEhqM7Eo4GJyS5EM/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":1445184223,""paid"":false,""period_end"":1444921200,""period_start"":1444316400,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_72haNPoMUp8iSi"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1444921346,""statement_description"":null,""payment"":""ch_16wEChB3hEhqM7Eo4kHnwtdA""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-10-15 16:03:45,201,2015-04
352,7657,8831,evt_16wGVXB3hEhqM7EoMs8EubOW,invoice.payment_failed,2015-10-15 18:31:23.514063,2015-10-15 18:31:23.514063,75,"{""id"":""evt_16wGVXB3hEhqM7EoMs8EubOW"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1444933879,""data"":{""object"":{""id"":""in_16wFXqB3hEhqM7EokOB19sxD"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":1,""attempted"":true,""charge"":""ch_16wGVWB3hEhqM7Eoy0wewV0d"",""closed"":false,""currency"":""usd"",""customer"":""cus_6XFrjvL2uQrzSc"",""date"":1444930178,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_6XFyCv0F0X208t"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1444930034,""end"":1445534834},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Loan Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_16wFXqB3hEhqM7EokOB19sxD/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":1445193078,""paid"":false,""period_end"":1444930034,""period_start"":1444325234,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_6XFyCv0F0X208t"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1444930190,""statement_description"":null,""payment"":""ch_16wGVWB3hEhqM7Eoy0wewV0d""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-10-15 18:31:19,75,2015-04
353,7669,8843,evt_16wJMkB3hEhqM7Eo4MRqUsPQ,invoice.payment_failed,2015-10-15 21:34:35.093711,2015-10-15 21:34:35.093711,230,"{""id"":""evt_16wJMkB3hEhqM7Eo4MRqUsPQ"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1444944866,""data"":{""object"":{""id"":""in_16vqkaB3hEhqM7Eo7ntoEqVi"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":1,""attempted"":true,""charge"":""ch_16wJMkB3hEhqM7EopTZWh9hD"",""closed"":false,""currency"":""usd"",""customer"":""cus_78GavLA67w4t0f"",""date"":1444834868,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_78KZBtB16JcdfB"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1444834800,""end"":1445439600},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Loan Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_16vqkaB3hEhqM7Eo7ntoEqVi/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":1445097755,""paid"":false,""period_end"":1444834800,""period_start"":1444408796,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_78KZBtB16JcdfB"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1444834882,""statement_description"":null,""payment"":""ch_16wJMkB3hEhqM7EopTZWh9hD""}},""livemode"":true,""pending_webhooks"":1,""request"":""req_7Aeg9xRpMTW3U8"",""type"":""invoice.payment_failed""}",2015-10-15 21:34:26,230,2015-04
354,7757,8932,evt_16waeOB3hEhqM7EolM5Q74Jv,invoice.payment_failed,2015-10-16 16:01:51.292506,2015-10-16 16:01:51.292506,143,"{""id"":""evt_16waeOB3hEhqM7EolM5Q74Jv"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1445011308,""data"":{""object"":{""id"":""in_16wZhOB3hEhqM7EoYPaTaifP"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":1,""attempted"":true,""charge"":""ch_16waeNB3hEhqM7EoUY5PbKr5"",""closed"":false,""currency"":""usd"",""customer"":""cus_6n0pIs0Zu7on7n"",""date"":1445007650,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_6n0qK0u3R4cNaG"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1445007600,""end"":1445612400},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Loan Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_16wZhOB3hEhqM7EoYPaTaifP/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":1445270507,""paid"":false,""period_end"":1445007600,""period_start"":1444402800,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_6n0qK0u3R4cNaG"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1445007660,""statement_description"":null,""payment"":""ch_16waeNB3hEhqM7EoUY5PbKr5""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-10-16 16:01:48,143,2015-04
355,7774,8948,evt_16waePB3hEhqM7Eo5aqPqAze,invoice.payment_failed,2015-10-16 16:01:58.739263,2015-10-16 16:01:58.739263,131,"{""id"":""evt_16waePB3hEhqM7Eo5aqPqAze"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1445011309,""data"":{""object"":{""id"":""in_16wZhMB3hEhqM7EoS5ZgTALu"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":1,""attempted"":true,""charge"":""ch_16waeNB3hEhqM7EohjUJRkZT"",""closed"":false,""currency"":""usd"",""customer"":""cus_6lTOImEamwRwVW"",""date"":1445007648,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_6lTZzgoy9HHQay"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1445007600,""end"":1445612400},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Loan Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_16wZhMB3hEhqM7EoS5ZgTALu/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":1445270507,""paid"":false,""period_end"":1445007600,""period_start"":1444402800,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_6lTZzgoy9HHQay"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1445007660,""statement_description"":null,""payment"":""ch_16waeNB3hEhqM7EohjUJRkZT""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-10-16 16:01:49,131,2015-04
356,7798,8972,evt_16waf5B3hEhqM7EoLzzcRiWb,invoice.payment_failed,2015-10-16 16:02:39.885024,2015-10-16 16:02:39.885024,187,"{""id"":""evt_16waf5B3hEhqM7EoLzzcRiWb"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1445011351,""data"":{""object"":{""id"":""in_16wZhLB3hEhqM7EoClltQ1Mg"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":1,""attempted"":true,""charge"":""ch_16waf4B3hEhqM7EoN493qqe9"",""closed"":false,""currency"":""usd"",""customer"":""cus_6z34Q3woIIUeU6"",""date"":1445007647,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_6z38ALb3vcK78v"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1445007600,""end"":1445612400},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Loan Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_16wZhLB3hEhqM7EoClltQ1Mg/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":1445270550,""paid"":false,""period_end"":1445007600,""period_start"":1444402800,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_6z38ALb3vcK78v"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1445007661,""statement_description"":null,""payment"":""ch_16waf4B3hEhqM7EoN493qqe9""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-10-16 16:02:31,187,2015-04
357,7827,9001,evt_16wangB3hEhqM7Eoj6CjZFp3,invoice.payment_failed,2015-10-16 16:11:27.856791,2015-10-16 16:11:27.856791,139,"{""id"":""evt_16wangB3hEhqM7Eoj6CjZFp3"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1445011884,""data"":{""object"":{""id"":""in_16vqkZB3hEhqM7EoJ65yJZ7p"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":1,""attempted"":true,""charge"":""ch_16wanfB3hEhqM7EobsEDMxls"",""closed"":false,""currency"":""usd"",""customer"":""cus_6mEIX4z9IpSABf"",""date"":1444834867,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_6mEN6PEwTUwDPs"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1444834800,""end"":1445439600},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Loan Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_16vqkZB3hEhqM7EoJ65yJZ7p/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":1445097757,""paid"":false,""period_end"":1444834800,""period_start"":1444230000,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_6mEN6PEwTUwDPs"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1444834881,""statement_description"":null,""payment"":""ch_16wanfB3hEhqM7EobsEDMxls""}},""livemode"":true,""pending_webhooks"":1,""request"":""req_7AwhZb4Z0laXNz"",""type"":""invoice.payment_failed""}",2015-10-16 16:11:24,139,2015-04
358,7850,9025,evt_16wjOxB3hEhqM7EoXVmyDORr,invoice.payment_failed,2015-10-17 01:22:35.065732,2015-10-17 01:22:35.065732,57,"{""id"":""evt_16wjOxB3hEhqM7EoXVmyDORr"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1445044947,""data"":{""object"":{""id"":""in_16wiOgB3hEhqM7EoUpOD9qny"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":1,""attempted"":true,""charge"":""ch_16wjOvB3hEhqM7EocWSnFKyB"",""closed"":false,""currency"":""usd"",""customer"":""cus_6P7tD5DAJ8a7j1"",""date"":1445041086,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_6gfa4CCeO6qMdh"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1445039999,""end"":1445644799},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Loan Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_16wiOgB3hEhqM7EoUpOD9qny/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":1445304145,""paid"":false,""period_end"":1445039999,""period_start"":1444435199,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_6gfa4CCeO6qMdh"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1445041149,""statement_description"":null,""payment"":""ch_16wjOvB3hEhqM7EocWSnFKyB""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-10-17 01:22:27,57,2015-04
359,7880,9055,evt_16wx8aB3hEhqM7EofcgvSmcq,invoice.payment_failed,2015-10-17 16:02:35.976554,2015-10-17 16:02:35.976554,223,"{""id"":""evt_16wx8aB3hEhqM7EofcgvSmcq"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1445097748,""data"":{""object"":{""id"":""in_16wwB7B3hEhqM7EoYcucIAGD"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":1,""attempted"":true,""charge"":""ch_16wx8YB3hEhqM7Eo2pmrleJ2"",""closed"":false,""currency"":""usd"",""customer"":""cus_75mFv7KfWUSG5p"",""date"":1445094061,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_75mF8lUgsdilns"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1445094000,""end"":1445698800},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Loan Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_16wwB7B3hEhqM7EoYcucIAGD/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":1445356946,""paid"":false,""period_end"":1445094000,""period_start"":1444489200,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_75mF8lUgsdilns"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1445094067,""statement_description"":null,""payment"":""ch_16wx8YB3hEhqM7Eo2pmrleJ2""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-10-17 16:02:28,223,2015-04
360,7890,9064,evt_16wx9eB3hEhqM7Eo9cmbJBrh,invoice.payment_failed,2015-10-17 16:03:37.447556,2015-10-17 16:03:37.447556,139,"{""id"":""evt_16wx9eB3hEhqM7Eo9cmbJBrh"",""object"":""event"",""api_version"":""2014-09-08"",""created"":1445097814,""data"":{""object"":{""id"":""in_16vqkZB3hEhqM7EoJ65yJZ7p"",""object"":""invoice"",""amount_due"":2850,""application_fee"":null,""attempt_count"":2,""attempted"":true,""charge"":""ch_16wx9dB3hEhqM7EoI4EP6qzq"",""closed"":false,""currency"":""usd"",""customer"":""cus_6mEIX4z9IpSABf"",""date"":1444834867,""description"":null,""discount"":null,""ending_balance"":0,""forgiven"":false,""lines"":{""object"":""list"",""data"":[{""id"":""sub_6mEN6PEwTUwDPs"",""object"":""line_item"",""amount"":2850,""currency"":""usd"",""description"":null,""discountable"":true,""livemode"":true,""metadata"":{},""period"":{""start"":1444834800,""end"":1445439600},""plan"":{""id"":""Alice_Metro_Weekly"",""object"":""plan"",""amount"":2850,""created"":1427466585,""currency"":""usd"",""interval"":""week"",""interval_count"":1,""livemode"":true,""metadata"":{},""name"":""Alice Metro Loan Weekly"",""statement_descriptor"":""thisisAlice Metrocard"",""trial_period_days"":null,""statement_description"":""thisisAlice Metrocard""},""proration"":false,""quantity"":1,""subscription"":null,""type"":""subscription""}],""has_more"":false,""total_count"":1,""url"":""/v1/invoices/in_16vqkZB3hEhqM7EoJ65yJZ7p/lines""},""livemode"":true,""metadata"":{},""next_payment_attempt"":null,""paid"":false,""period_end"":1444834800,""period_start"":1444230000,""receipt_number"":null,""starting_balance"":0,""statement_descriptor"":null,""subscription"":""sub_6mEN6PEwTUwDPs"",""subtotal"":2850,""tax"":null,""tax_percent"":null,""total"":2850,""webhooks_delivered_at"":1444834881,""statement_description"":null,""payment"":""ch_16wx9dB3hEhqM7EoI4EP6qzq""}},""livemode"":true,""pending_webhooks"":1,""request"":null,""type"":""invoice.payment_failed""}",2015-10-17 16:03:34,139,2015-04
